ID,Label,titles
4492,"L.P. Carter, B.D. Richards, M.Z. Mintzer and R.G. Griffiths","[{'title': '151. L.P. Carter, B.D. Richards, M.Z. Mintzer and R.G. Griffiths. Relative abuse liability of GHB in humans: A comparison of psychomotor, subjective, and cognitive effects of supratherapeutic doses of triazolam, pentobarbital, and GHB. Neuropsychopharmacology. 31(11):2537-2551, 2006.', 'citations': 1}]"
4493,H Laborit,"[{'title': '152. H Laborit. Correlations between protein and serotonin synthesis during various activities of the central nervous system (slow and desynchronised) sleep, learning and memory, sexual activity, morphine tolerance, aggressiveness and pharmacological action of sodium gamma-hydroxybutyrate, Res. Comm. Chem. Pathol. Pharmacol., Vol 3: 51-81, 1972.', 'citations': 1}, {'title': '99. H Laborit. Correlations between protein and serotonin synthesis during various activities of the central nervous system (slow and desynchronised) sleep, learning and memory, sexual activity, morphine tolerance, aggressiveness and pharmacological action of sodium gamma-hydroxybutyrate, Res. Comm. Chem. Pathol. Pharmacol., Vol 3: 51-81, 1972.', 'citations': 2}]"
4494,"F. Romanelli, K.M. Smith and C. Pomeroy","[{'title': '153. 123. F. Romanelli, K.M. Smith and C. Pomeroy, C. Use of club drugs by HIVseropositive and HIV-seronegative gay and bisexual men. Topics in HIV Medicine; Vo11 (No.1):25-32, 2003.', 'citations': 1}, {'title': '123. F. Romanelli, K.M. Smith and C. Pomeroy, C. Use of club drugs by HIV-seropositive and HIV-seronegative gay and bisexual men. Topics in HIV Medicine; Vo11 (No.1):25-32, 2003.', 'citations': 2}]"
4495,"A.S. Hunter, W.J. Long and C.G. Ryrie","[{'title': '154. A.S. Hunter, W.J. Long and C.G. Ryrie. An evaluation of gamma-hydroxybutyric acid in paediatric practice. Br. J. Anaesth; Vol 43 (No 6):620-628, 1971.', 'citations': 1}, {'title': '124. A.S. Hunter, W.J. Long and C.G. Ryrie. An evaluation of gamma-hydroxybutyric acid in paediatric practice. Br. J. Anaesth; Vol 43 (No 6):620-628, 1971.', 'citations': 2}]"
4496,P.C.A.Cam and F.F.Y. Yoong,"[{'title': '155. P.C.A.Cam and F.F.Y. Yoong. Gamma-hydroxybutyric acid:an emerging recreational drug. Anaesthesia; Vol 53:1195-1198, 1998.', 'citations': 1}, {'title': '125. P.C.A.Cam and F.F.Y. Yoong. Gamma-hydroxybutyric acid:an emerging recreational drug. Anaesthesia;Vol 53:11951198, 1998.', 'citations': 2}]"
4497,"D.E. Fuller, C.S. Hornfeldt, J.S. Kelloway, P.J. Stahl and T.F. Anderson","[{'title': '156. D.E. Fuller, C.S. Hornfeldt, J.S. Kelloway, P.J. Stahl and T.F. Anderson. The Xyrem® Risk Management Program. Drug Safety; Vol. 27 (No5):293-306, 2004.', 'citations': 1}, {'title': '126. D.E. Fuller, C.S. Hornfeldt, J.S. Kelloway, P.J. Stahl and T.F. Anderson. The Xyrem® Risk Management Program. Drug Safety; Vol. 27 (No5):293-306, 2004.', 'citations': 2}]"
4498,R. Broughton and M. Mamelak,"[{'title': '157. R. Broughton and M. Mamelak. The treatment of narcolepsy-cataplexy with nocturnal GHB, Can. J. Neurol. Sci.., Vol 6 : 1-6, 1979.', 'citations': 1}, {'title': '101. R. Broughton and M. Mamelak. The treatment of narcolepsy-cataplexy with nocturnal GHB, Can. J. Neurol. Sci.., Vol 6 : 1-6, 1979.', 'citations': 2}]"
4499,M. Scarf et al.,"[{'title': '158. M. Scarf et al. The effects and effectiveness of GHB in patients with narcolepsy, J. Clin. Psychiatry, Vol 46: 222-225, 1985.', 'citations': 1}, {'title': '102. M. Scarf et al. The effects and effectiveness of GHB in patients with narcolepsy, J. Clin. Psychiatry, Vol 46 : 222-225, 1985.', 'citations': 2}]"
4500,L. Scrima et al.,"[{'title': '159. L. Scrima et al. The effects of GHB on the sleep of narcolepsy patients: a double blind study, Sleep, Vol 13: 479-490, 1990.', 'citations': 1}, {'title': '103. L. Scrima et al. The effects of GHB on the sleep of narcolepsy patients: a double blind study, Sleep, Vol 13 : 479-490, 1990.', 'citations': 2}]"
4501,J. Delay et al.,"[{'title': '160. J. Delay et al. GHB and narcolepsy: a double blind placebo-controlled study, Sleep, Vol 16: 216-220, 1993. 35 th ECDD (2012) Agenda item 4.1 Gamma-hydroxybutyric acid (GHB) 48', 'citations': 1}, {'title': '104. J. Delay et al. GHB and narcolepsy: a double blind placebo-controlled study, Sleep, Vol 16: 216-220, 1993. 28', 'citations': 2}]"
4502,Sleep Med,"[{'title': '161. US Xyrem® Multicenter Study Group. Further evidence supporting the use of sodium oxybate for the treatment of cataplexy: a double-blind, placebo-controlled study in 228 patients. Sleep Med; Vol 6:415-421.', 'citations': 1}, {'title': '165. US Xyrem® Multicenter Study Group. Further evidence supporting the use of sodium oxybate for the treatment of cataplexy: a double-blind, placebo-controlled study in 228 patients. Sleep Med; Vol 6:415-421.', 'citations': 1}, {'title': '130. US Xyrem® Multicenter Study Group. Further evidence supporting the use of sodium oxybate for the treatment of cataplexy: a double-blind, placebo-controlled study in 228 patients. Sleep Med;Vol 6:415-421.', 'citations': 2}]"
4503,Group. A,"[{'title': '162. US Xyrem® Multicenter Study Group. A randomized, double-blind, placebo-controlled multicenter trial comparing the effects of three doses of orally administered sodium oxybate with placebo for the treatment of narcolepsy. Sleep;Vol 25:42-49, 2002.', 'citations': 1}, {'title': '164. US Xyrem® Multicenter Study Group. A 12-month, open-label, multicenter extension of orally administered sodium oxybate for the treatment of narcolepsy. Sleep;Vol. 26:31-35, 2003.', 'citations': 1}, {'title': '127. US Xyrem® Multicenter Study Group. A randomized, double-blind, placebo-controlled multicenter trial comparing the effects of three doses of orally administered sodium oxybate with placebo for the treatment of narcolepsy. Sleep;Vol 25:42-49, 2002. 29', 'citations': 2}, {'title': '129. US Xyrem® Multicenter Study Group. A 12-month, open-label, multicenter extension of orally administered sodium oxybate for the treatment of narcolepsy. Sleep;Vol. 26:31-35, 2003.', 'citations': 2}]"
4504,Sleep Med.,"[{'title': '163. US Xyrem® Multicenter Study Group. Sodium oxybate demonstrates long-term efficacy for the treatment of cataplexy in patients with narcolepsy. Sleep Med.;Vol 5:119-123, 2004.', 'citations': 1}, {'title': '128. US Xyrem® Multicenter Study Group. Sodium oxybate demonstrates long-term efficacy for the treatment of cataplexy in patients with narcolepsy. Sleep Med.;Vol 5:119-123, 2004.', 'citations': 2}]"
4505,D.M. Robinson and Keating G.M. Sodium,"[{'title': '166. D.M. Robinson and Keating G.M. Sodium oxybate: a review of its use in the management of narcolepsy. CNS Drugs. Vol. 21(4):337-54. 2007.', 'citations': 1}]"
4506,F. Fadda et al.,"[{'title': '167. F. Fadda et al. Suppression by GHB of ethanol withdrawal in rats, Alcohol and Alcoholism, Vol 24: 447-451, 1989.', 'citations': 1}, {'title': '105. F. Fadda et al. Suppression by GHB of ethanol withdrawal in rats, Alcohol and Alcoholism, Vol 24: 447-451, 1989.', 'citations': 2}]"
4507,"G.L. Gessa, R. Agabio, M.A.M. Carai et al.","[{'title': '168. G.L. Gessa, R. Agabio, M.A.M. Carai et al. Mechanism of the antialcohol effect of gamma-hydroxybutyric acid. Alcohol; Vol.20:271-276, 2000.', 'citations': 1}, {'title': '132. G.L. Gessa, R. Agabio, M.A.M. Carai et al. Mechanism of the antialcohol effect of gamma-hydroxybutyric acid. Alcohol; Vol.20:271-276, 2000.', 'citations': 2}]"
4508,L. Gallimberti et al.,"[{'title': '169. L. Gallimberti et al. GHB for treatment of alcohol withdrawal syndrome, Lancet II, 787-789, 1989.', 'citations': 1}, {'title': '176. L. Gallimberti et al. GHB for treatment of opiate withdrawal syndrome, Neuropsychopharmacol., Vol 9 (No. 1) : 77-81, 1993.', 'citations': 1}, {'title': '106. L. Gallimberti et al. GHB for treatment of alcohol withdrawal syndrome, Lancet II, 787-789, 1989.', 'citations': 2}, {'title': '107. L. Gallimberti et al. GHB for treatment of opiate withdrawal syndrome, Neuropsychopharmacol., Vol 9 (No. 1) : 77-81, 1993.', 'citations': 2}]"
4509,"G. Addolorato, G. Balducci, E. Capristo et al.","[{'title': '170. G. Addolorato, G. Balducci, E. Capristo et al. Gamma-hydroxybutyric acid (GHB) in the treatment of alcoholwithdrawal syndrome: A randomized comparative study versus benzodiazepine. Alcoholism: Clinical and Experimental Research; Vol 23 (No.10): 1596-1604, 1999.', 'citations': 1}, {'title': '133. G. Addolorato, G. Balducci, E. Capristo et al. Gamma-hydroxybutyric acid (GHB) in the treatment of alcoholwithdrawal syndrome: A randomized comparative study versus benzodiazepine. Alcoholism: Clinical and Experimental Research; Vol 23 (No.10): 1596-1604, 1999.', 'citations': 2}]"
4510,"M. Moncini, E. Masini, F. Gambassi and P.F. Mannaioni","[{'title': '171. M. Moncini, E. Masini, F. Gambassi and P.F. Mannaioni. Gamma-hydroxybutyric acid and alcohol-related syndromes. Alcohol; Vol 20: 285-291, 2000.', 'citations': 1}, {'title': '134. M. Moncini, E. Masini, F. Gambassi and P.F. Mannaioni. Gamma-hydroxybutyric acid and alcohol-related syndromes. Alcohol; Vol 20: 285-291, 2000.', 'citations': 2}]"
4511,"A.A. Nimmerrichter, H. Walter","[{'title': '172. A.A. Nimmerrichter, H. Walter, L.E. guitierrez-Lobos and O.M. Lesch. Double-blind controlled trial of γ-hydroxybutyrate and clomethiazole in the treatment of alcohol withdrawal. Alcohol and Alcoholism; Vol 37 (No.1): 67-73, 2002.', 'citations': 1}, {'title': '135. A.A. Nimmerrichter, H. Walter, L.E. guitierrez-Lobos and O.M. Lesch. Double-blind controlled trial of γhydroxybutyrate and clomethiazole in the treatment of alcohol withdrawal. Alcohol and Alcoholism; Vol 37 (No.1): 67-73, 2002.', 'citations': 2}]"
4512,"L. Gallimberti, M. Ferri, S.D. Ferrara et al.","[{'title': '173. L. Gallimberti, M. Ferri, S.D. Ferrara et al. Gamma-hydroxybutyric acid in the treatment of alcohol dependence: A double-blind study. Alcoholism: Clinical and Experimental Research; Vol. 16 (No 4): 673-676, 1992. 35 th ECDD (2012) Agenda item 4.1 Gamma-hydroxybutyric acid (GHB) 49', 'citations': 1}, {'title': '136. L. Gallimberti, M. Ferri, S.D. Ferrara et al. Gamma-hydroxybutyric acid in the treatment of alcohol dependence: A double-blind study. Alcoholism: Clinical and Experimental Research; Vol. 16 (No 4): 673-676, 1992.', 'citations': 2}]"
4513,"G. Addolorato, E. Castelli, G.F. Stefani et al.","[{'title': '174. G. Addolorato, E. Castelli, G.F. Stefani et al. An open multicentric study evaluating 4hydroxybutyric acid sodium salt in the medium-term treatment of 179 alcohol dependent subjects. Alcohol and Alcoholism; Vol 31 (No.4): 341-345, 1996.', 'citations': 1}, {'title': '137. G. Addolorato, E. Castelli, G.F. Stefani et al. An open multicentric study evaluating 4-hydroxybutyric acid sodium salt in the medium-term treatment of 179 alcohol dependent subjects. Alcohol and Alcoholism; Vol 31 (No.4): 341345, 1996.', 'citations': 2}]"
4514,D. L. Zvosec and S.W. Smith,"[{'title': '175. D. L. Zvosec and S.W. Smith. Unsupported ""efficacy"" claims of gamma hydroxybutyrate (GHB). Acad. Emerg. Med; Vol 10 (No.1): 95-96, 2003.', 'citations': 1}, {'title': '138. D. L. Zvosec and S.W. Smith. Unsupported ""efficacy"" claims of gamma hydroxybutyrate (GHB). Acad. Emerg. Med; Vol 10 (No.1): 95-96, 2003.', 'citations': 2}]"
4515,"M.I. Rosen, H.R Pearsall, S.W.Woods and T.R. Kosten","[{'title': '177. M.I. Rosen, H.R Pearsall, S.W.Woods and T.R. Kosten. The effect of gammahydroxybutyric acid on naloxone-precipitated opiate withdrawal. Neuropsychopharmacology; Vol. 14:187-193, 1996.', 'citations': 1}, {'title': '139. M.I. Rosen, H.R Pearsall, S.W.Woods and T.R. Kosten. The effect of gamma-hydroxybutyric acid on naloxoneprecipitated opiate withdrawal. Neuropsychopharmacology; Vol. 14:187-193, 1996.', 'citations': 2}]"
4516,"Z. L. Rossetti, F. Melis, S. Carboni and G. L. Gessa","[{'title': '178. Z. L. Rossetti, F. Melis, S. Carboni and G. L. Gessa. Marked decrease of extraneuronal dopamine after alcohol withdrawal in rats: reversal by MK-801, Eur. J. Pharmacol., Vol 200: 371-372, 1991.', 'citations': 1}, {'title': '179. Z. L. Rossetti, F. Melis, S. Carboni and G. L. Gessa. Dopamine release in tolerance and withdrawal from chronic morphine or alcohol, Neurosci. Lett. Suppl. , Vol 39: s184, 1990.', 'citations': 1}, {'title': '108. Z. L. Rossetti, F. Melis, S. Carboni and G. L. Gessa. Marked decrease of extraneuronal dopamine after alcohol withdrawal in rats: reversal by MK-801, Eur. J. Pharmacol., Vol 200: 371-372, 1991.', 'citations': 2}, {'title': '109. Z. L. Rossetti, F. Melis, S. Carboni and G. L. Gessa. Dopamine release in tolerance and withdrawal from chronic morphine or alcohol, Neurosci. Lett. Suppl. , Vol 39: s184, 1990.', 'citations': 2}]"
4517,"E. Acquas, E. Carboni and G. Di Chiara","[{'title': '180. E. Acquas, E. Carboni and G. Di Chiara. Profound depression of mesolimibic dopamine release after morphine withdrawal in depedent rats, Eur. J. Pharmacol., Vol 193: 133134, 1991.', 'citations': 1}, {'title': '110. E. Acquas, E. Carboni and G. Di Chiara. Profound depression of mesolimibic dopamine release after morphine withdrawal in depedent rats, Eur. J. Pharmacol., Vol 193: 133-134, 1991.', 'citations': 2}]"
4518,G. Di Chiara and A. Imperato,"[{'title': '181. G. Di Chiara and A. Imperato. Drugs abused by humans preferentially increased synaptic dopamine concentration in the mesolimbic system of freely moving rats, Proc. Natl. Acad. Sci. USA, Vol 85 : 5274-5278, 1988.', 'citations': 1}, {'title': '111. G. Di Chiara and A. Imperato. Drugs abused by humans preferentially increased synaptic dopamine concentration in the mesolimbic system of freely moving rats, Proc. Natl. Acad. Sci. USA, Vol 85 : 5274-5278, 1988.', 'citations': 2}]"
4519,Vol I Proceedings,"[{'title': '183. NIDA Epidemiologic Trends in Drug abuse. Vol I Proceedings of the Community Epidemiology Work Group, June 2006.', 'citations': 1}]"
4520,M. F. Ramon et al.,"[{'title': '184. M. F. Ramon et al. Anabolic substances: anabolic steroids, clenbuterol and GHB reported to Spanish Control Poison Centre, 20th International Congress of the European Association of Poison Centres and Clinical Toxicologists (EAPCCT), Amsterdam, Netherlands, 2000.', 'citations': 1}, {'title': '116. M. F. Ramon et al. Anabolic substances: anabolic steroids, clenbuterol and GHB reported to Spanish Control Poison Centre, 20th International Congress of the European Association of Poison Centres and Clinical Toxicologists (EAPCCT), Amsterdam, Netherlands, 2000.', 'citations': 2}]"
4521,"B. G. Redmond, J. M. Pullen and J. N Edwards","[{'title': '185. B. G. Redmond, J. M. Pullen and J. N Edwards. GHB abuse in the UK: location and effect, 20th International Congress of the European Association of Poison Centres and Clinical Toxicologists (EAPCCT), Amsterdam, Netherlands, 2000.', 'citations': 1}, {'title': '117. B. G. Redmond, J. M. Pullen and J. N Edwards. GHB abuse in the UK: location and effect, 20th International Congress of the European Association of Poison Centres and Clinical Toxicologists (EAPCCT), Amsterdam, Netherlands, 2000.', 'citations': 2}]"
4522,"D. Thai, J.E. Dyer, N.L. Benowitz, and C.A. Haller","[{'title': '187. D. Thai, J.E. Dyer, N.L. Benowitz, and C.A. Haller. Gamma-hydroxybutyrate and ethanol effects and interactions in humans. J. Clin Psychopharmacol. 26(5): 524-529, 2006.', 'citations': 1}]"
4523,"L.D. Johnson, P.M. O’Malley, J.G. Bachman and J.E. Schulenberg","[{'title': '191. L.D. Johnson, P.M. O’Malley, J.G. Bachman and J.E. Schulenberg: National Institute on Drug Abuse Monitoring the Future. National Survey Results on Drug Use 19652006, Vol II, pg 45, National Institutes of Health, U.S. Department of Health and Human Services, 2007.', 'citations': 1}]"
4524,"Galicia M., Nogue S. Miro","[{'title': '194. Galicia M., Nogue S. Miro O: Liquid ecstasy intoxication: clinical features of 505 consecutive emergency department patients. Emerg Med J. 2011 Jun;28(6):462-6.', 'citations': 1}]"
4525,"Knudsen K, Jonsson U, Abrahamsson J","[{'title': '195. Knudsen K, Jonsson U, Abrahamsson J: Twenty-three deaths with gammahydrobutyrate overdose in western Sweden between 2000 and 2007. Acta Anaesthesiol Scand. 2010 Sep; 54(8)987-92.', 'citations': 1}]"
4526,Porrata T,"[{'title': '196. Zvosec DL, Smith SW, Porrata T, Strobl AQ, Dyer JE.: Case series of 226 yhydroxybutyrate-associated deaths:lethal toxicity and trauma. Am J Emerg Med. 2011Mar;29(3):319-32.', 'citations': 1}]"
4527,J. South,"[{'title': '197. J. South. “Discover the regenerative effects of GHB”, International Antiaging Systems. http://www.smart-drugs.com.', 'citations': 1}, {'title': '113. J. South. “Discover the regenerative effects of GHB”, International Antiaging Systems. http://www.smart-drugs.com', 'citations': 2}]"
4528,"H.R. Sumnall, K. Woolfall, S. Edwards, J.C. Cole and S.M.Beyon","[{'title': '198. H.R. Sumnall, K. Woolfall, S. Edwards, J.C. Cole and S.M.Beyon. Use, function, and subjective experiences of gamma-hydroxybutyrate (GHB). Drug Alcohol Depend. (13):286-290, 2008.', 'citations': 1}]"
4529,K. M. Smith,"[{'title': '199. K. M. Smith. Drugs used in acquaintance rape, J. Am. Pharm. Assoc. (Wash.), Vol 39 (No. 4): 519-525, 1999. 35 th ECDD (2012) Agenda item 4.1 Gamma-hydroxybutyric acid (GHB) 51', 'citations': 1}, {'title': '114. K. M. Smith. Drugs used in acquaintance rape, J. Am. Pharm. Assoc. (Wash.), Vol 39 (No. 4): 519-525, 1999.', 'citations': 2}]"
4530,M. A. El Sohley and S. J. Salamone,"[{'title': '200. M. A. El Sohley and S. J. Salamone. Prevalance of drugs used in cases of alleged sexual assault, J. Anal. Toxicol., Vol 23 (No. 3): 141-146, 1999.', 'citations': 1}, {'title': '115. M. A. El Sohley and S. J. Salamone. Prevalance of drugs used in cases of alleged sexual assault, J. Anal. Toxicol., Vol 23 (No. 3): 141-146, 1999.', 'citations': 2}]"
4531,"R.H.Schwartz, R. Milteer and M.A.LeBeau","[{'title': ""201. R.H.Schwartz, R. Milteer and M.A.LeBeau. Drug-facilitated sexual assault ('date rape'). Southern Medical Journal; Vol 93 (No.6):558-561, 2000."", 'citations': 1}, {'title': ""152. R.H.Schwartz, R. Milteer and M.A.LeBeau. Drug-facilitated sexual assault ('date rape'). Southern Medical Journal; Vol 93 (No.6):558-561, 2000."", 'citations': 2}]"
4532,"M. Varela, S. Nogué, M.Orós et al.","[{'title': '202. M. Varela, S. Nogué, M.Orós et al. Gamma hydroxybutirate use for sexual assault. Emerg Med J; Vol 21:255-256, 2004.', 'citations': 1}, {'title': '153. M. Varela, S. Nogué, M.Orós et al. Gamma hydroxybutirate use for sexual assault. Emerg Med J; Vol 21:255-256, 2004.', 'citations': 2}]"
